,event_timestamp,driver_id,conv_rate,acc_rate,avg_daily_trips,created
273,2023-12-12 15:00:00+00:00,1005,0.7360566,0.12498723,432,2023-12-16 06:19:25.528
274,2023-12-12 16:00:00+00:00,1005,0.97757596,0.7125775,356,2023-12-16 06:19:25.528
275,2023-12-12 17:00:00+00:00,1005,0.7089125,0.14199851,393,2023-12-16 06:19:25.528
276,2023-12-12 18:00:00+00:00,1005,0.4385243,0.8125711,997,2023-12-16 06:19:25.528
277,2023-12-12 19:00:00+00:00,1005,0.801365,0.43552604,882,2023-12-16 06:19:25.528
278,2023-12-12 20:00:00+00:00,1005,0.7136653,0.5089783,779,2023-12-16 06:19:25.528
279,2023-12-12 21:00:00+00:00,1005,0.28207004,0.37970117,219,2023-12-16 06:19:25.528
280,2023-12-12 22:00:00+00:00,1005,0.7634253,0.64058065,839,2023-12-16 06:19:25.528
281,2023-12-12 23:00:00+00:00,1005,0.0073133274,0.57990164,886,2023-12-16 06:19:25.528
282,2023-12-13 00:00:00+00:00,1005,0.842222,0.8618632,140,2023-12-16 06:19:25.528
283,2023-12-13 01:00:00+00:00,1005,0.63890857,0.6706631,306,2023-12-16 06:19:25.528
284,2023-12-13 02:00:00+00:00,1005,0.7946528,0.30210906,370,2023-12-16 06:19:25.528
285,2023-12-13 03:00:00+00:00,1005,0.5684478,0.37509343,479,2023-12-16 06:19:25.528
286,2023-12-13 04:00:00+00:00,1005,0.43023878,0.7671369,970,2023-12-16 06:19:25.528
287,2023-12-13 05:00:00+00:00,1005,0.75988436,0.82568496,923,2023-12-16 06:19:25.528
288,2023-12-13 06:00:00+00:00,1005,0.76896304,0.6303011,413,2023-12-16 06:19:25.528
289,2023-12-13 07:00:00+00:00,1005,0.70658815,0.88743484,311,2023-12-16 06:19:25.528
290,2023-12-13 08:00:00+00:00,1005,0.33107543,0.19865997,882,2023-12-16 06:19:25.528
291,2023-12-13 09:00:00+00:00,1005,0.458513,0.18553567,583,2023-12-16 06:19:25.528
292,2023-12-13 10:00:00+00:00,1005,0.2692101,0.28854167,789,2023-12-16 06:19:25.528
293,2023-12-13 11:00:00+00:00,1005,0.7738292,0.21012883,755,2023-12-16 06:19:25.528
294,2023-12-13 12:00:00+00:00,1005,0.9327581,0.4550625,875,2023-12-16 06:19:25.528
295,2023-12-13 13:00:00+00:00,1005,0.35984117,0.85047287,693,2023-12-16 06:19:25.528
296,2023-12-13 14:00:00+00:00,1005,0.18522532,0.65598774,802,2023-12-16 06:19:25.528
297,2023-12-13 15:00:00+00:00,1005,0.31604725,0.691101,946,2023-12-16 06:19:25.528
298,2023-12-13 16:00:00+00:00,1005,0.577658,0.22950384,368,2023-12-16 06:19:25.528
299,2023-12-13 17:00:00+00:00,1005,0.71809113,0.37586176,639,2023-12-16 06:19:25.528
300,2023-12-13 18:00:00+00:00,1005,0.066163175,0.050761804,611,2023-12-16 06:19:25.528
301,2023-12-13 19:00:00+00:00,1005,0.92109776,0.8304961,814,2023-12-16 06:19:25.528
302,2023-12-13 20:00:00+00:00,1005,0.31834614,0.00810613,631,2023-12-16 06:19:25.528
303,2023-12-13 21:00:00+00:00,1005,0.23811765,0.226918,438,2023-12-16 06:19:25.528
304,2023-12-13 22:00:00+00:00,1005,0.014118186,0.9373355,965,2023-12-16 06:19:25.528
305,2023-12-13 23:00:00+00:00,1005,0.009844777,0.17574738,860,2023-12-16 06:19:25.528
306,2023-12-14 00:00:00+00:00,1005,0.92717,0.6853719,280,2023-12-16 06:19:25.528
307,2023-12-14 01:00:00+00:00,1005,0.20361176,0.5063549,161,2023-12-16 06:19:25.528
308,2023-12-14 02:00:00+00:00,1005,0.8168489,0.25513625,660,2023-12-16 06:19:25.528
309,2023-12-14 03:00:00+00:00,1005,0.9408598,0.95839924,972,2023-12-16 06:19:25.528
310,2023-12-14 04:00:00+00:00,1005,0.26073495,0.07107782,589,2023-12-16 06:19:25.528
311,2023-12-14 05:00:00+00:00,1005,0.2311822,0.956002,967,2023-12-16 06:19:25.528
312,2023-12-14 06:00:00+00:00,1005,0.893922,0.5604577,262,2023-12-16 06:19:25.528
313,2023-12-14 07:00:00+00:00,1005,0.69679695,0.55964607,215,2023-12-16 06:19:25.528
314,2023-12-14 08:00:00+00:00,1005,0.08053261,0.52543724,389,2023-12-16 06:19:25.528
315,2023-12-14 09:00:00+00:00,1005,0.7441794,0.32566833,524,2023-12-16 06:19:25.528
316,2023-12-14 10:00:00+00:00,1005,0.6929028,0.6222779,336,2023-12-16 06:19:25.528
317,2023-12-14 11:00:00+00:00,1005,0.56740904,0.93030345,944,2023-12-16 06:19:25.528
318,2023-12-14 12:00:00+00:00,1005,0.9618945,0.520611,390,2023-12-16 06:19:25.528
319,2023-12-14 13:00:00+00:00,1005,0.010777735,0.7553459,127,2023-12-16 06:19:25.528
320,2023-12-14 14:00:00+00:00,1005,0.24684249,0.05852432,334,2023-12-16 06:19:25.528
321,2023-12-14 15:00:00+00:00,1005,0.16035573,0.108067356,26,2023-12-16 06:19:25.528
322,2023-12-14 16:00:00+00:00,1005,0.52363765,0.041740697,410,2023-12-16 06:19:25.528
323,2023-12-14 17:00:00+00:00,1005,0.08680559,0.8152412,876,2023-12-16 06:19:25.528
324,2023-12-14 18:00:00+00:00,1005,0.3279093,0.6070408,605,2023-12-16 06:19:25.528
325,2023-12-14 19:00:00+00:00,1005,0.8013153,0.28717428,363,2023-12-16 06:19:25.528
326,2023-12-14 20:00:00+00:00,1005,0.000766541,0.43258,352,2023-12-16 06:19:25.528
327,2023-12-14 21:00:00+00:00,1005,0.83204186,0.2951847,365,2023-12-16 06:19:25.528
328,2023-12-14 22:00:00+00:00,1005,0.29877135,0.16066702,902,2023-12-16 06:19:25.528
329,2023-12-14 23:00:00+00:00,1005,0.407068,0.9715402,147,2023-12-16 06:19:25.528
330,2023-12-15 00:00:00+00:00,1005,0.45361722,0.802693,298,2023-12-16 06:19:25.528
331,2023-12-15 01:00:00+00:00,1005,0.006134043,0.43726408,75,2023-12-16 06:19:25.528
332,2023-12-15 02:00:00+00:00,1005,0.38966197,0.17914562,459,2023-12-16 06:19:25.528
333,2023-12-15 03:00:00+00:00,1005,0.1264359,0.3053178,135,2023-12-16 06:19:25.528
334,2023-12-15 04:00:00+00:00,1005,0.85193866,0.7620875,715,2023-12-16 06:19:25.528
335,2023-12-15 05:00:00+00:00,1005,0.63741815,0.3638507,760,2023-12-16 06:19:25.528
336,2023-12-15 06:00:00+00:00,1005,0.7040148,0.45369476,360,2023-12-16 06:19:25.528
337,2023-12-15 07:00:00+00:00,1005,0.9650963,0.36963588,128,2023-12-16 06:19:25.528
338,2023-12-15 08:00:00+00:00,1005,0.41199434,0.7007872,66,2023-12-16 06:19:25.528
339,2023-12-15 09:00:00+00:00,1005,0.027442172,0.7475848,985,2023-12-16 06:19:25.528
340,2023-12-15 10:00:00+00:00,1005,0.9052012,0.48582026,7,2023-12-16 06:19:25.528
341,2023-12-15 11:00:00+00:00,1005,0.81717765,0.50578105,291,2023-12-16 06:19:25.528
342,2023-12-15 12:00:00+00:00,1005,0.93894833,0.84360874,772,2023-12-16 06:19:25.528
343,2023-12-15 13:00:00+00:00,1005,0.40244222,0.33785078,542,2023-12-16 06:19:25.528
344,2023-12-15 14:00:00+00:00,1005,0.15439032,0.14344285,122,2023-12-16 06:19:25.528
345,2023-12-15 15:00:00+00:00,1005,0.68272054,0.16916041,102,2023-12-16 06:19:25.528
346,2023-12-15 16:00:00+00:00,1005,0.71807784,0.3066755,540,2023-12-16 06:19:25.528
347,2023-12-15 17:00:00+00:00,1005,0.72111803,0.9505519,859,2023-12-16 06:19:25.528
348,2023-12-15 18:00:00+00:00,1005,0.9218378,0.39671618,534,2023-12-16 06:19:25.528
349,2023-12-15 19:00:00+00:00,1005,0.22249596,0.67041886,120,2023-12-16 06:19:25.528
350,2023-12-15 20:00:00+00:00,1005,0.45035845,0.07774907,158,2023-12-16 06:19:25.528
351,2023-12-15 21:00:00+00:00,1005,0.931098,0.59718907,170,2023-12-16 06:19:25.528
352,2023-12-15 22:00:00+00:00,1005,0.72165984,0.48067874,627,2023-12-16 06:19:25.528
353,2023-12-15 23:00:00+00:00,1005,0.8597979,0.5810537,986,2023-12-16 06:19:25.528
354,2023-12-16 00:00:00+00:00,1005,0.5456315,0.86116606,583,2023-12-16 06:19:25.528
355,2023-12-16 01:00:00+00:00,1005,0.33065972,0.38424385,104,2023-12-16 06:19:25.528
356,2023-12-16 02:00:00+00:00,1005,0.578151,0.8641688,644,2023-12-16 06:19:25.528
357,2023-12-16 03:00:00+00:00,1005,0.96401846,0.5479131,443,2023-12-16 06:19:25.528
358,2023-12-16 04:00:00+00:00,1005,0.8734477,0.8551285,707,2023-12-16 06:19:25.528
359,2023-12-16 05:00:00+00:00,1005,0.87699467,0.1250231,539,2023-12-16 06:19:25.528
360,2021-04-12 07:00:00+00:00,1005,0.02761208,0.25161764,17,2023-12-16 06:19:25.528
361,2023-12-01 06:00:00+00:00,1004,0.9403284,0.31665653,614,2023-12-16 06:19:25.528
362,2023-12-01 07:00:00+00:00,1004,0.55580413,0.4501496,358,2023-12-16 06:19:25.528
363,2023-12-01 08:00:00+00:00,1004,0.06723459,0.20905758,284,2023-12-16 06:19:25.528
364,2023-12-01 09:00:00+00:00,1004,0.3786617,0.5816238,519,2023-12-16 06:19:25.528
365,2023-12-01 10:00:00+00:00,1004,0.15171804,0.4091138,215,2023-12-16 06:19:25.528
366,2023-12-01 11:00:00+00:00,1004,0.6437514,0.34969634,335,2023-12-16 06:19:25.528
367,2023-12-01 12:00:00+00:00,1004,0.84615105,0.40847707,301,2023-12-16 06:19:25.528
368,2023-12-01 13:00:00+00:00,1004,0.39942357,0.8370265,701,2023-12-16 06:19:25.528
369,2023-12-01 14:00:00+00:00,1004,0.22660923,0.6079913,64,2023-12-16 06:19:25.528
370,2023-12-01 15:00:00+00:00,1004,0.52216744,0.61937946,595,2023-12-16 06:19:25.528
371,2023-12-01 16:00:00+00:00,1004,0.55450994,0.12855753,289,2023-12-16 06:19:25.528
372,2023-12-01 17:00:00+00:00,1004,0.36720884,0.7570403,90,2023-12-16 06:19:25.528
373,2023-12-01 18:00:00+00:00,1004,0.15912081,0.9261935,186,2023-12-16 06:19:25.528
374,2023-12-01 19:00:00+00:00,1004,0.69749814,0.3069142,658,2023-12-16 06:19:25.528
375,2023-12-01 20:00:00+00:00,1004,0.408641,0.15269509,195,2023-12-16 06:19:25.528
376,2023-12-01 21:00:00+00:00,1004,0.8068218,0.3204912,80,2023-12-16 06:19:25.528
377,2023-12-01 22:00:00+00:00,1004,0.28912205,0.5616364,921,2023-12-16 06:19:25.528
378,2023-12-01 23:00:00+00:00,1004,0.66960204,0.91229105,428,2023-12-16 06:19:25.528
379,2023-12-02 00:00:00+00:00,1004,0.4340828,0.5609775,207,2023-12-16 06:19:25.528
380,2023-12-02 01:00:00+00:00,1004,0.21686347,0.96820825,551,2023-12-16 06:19:25.528
381,2023-12-02 02:00:00+00:00,1004,0.45627123,0.89391834,330,2023-12-16 06:19:25.528
382,2023-12-02 03:00:00+00:00,1004,0.31612143,0.9267928,504,2023-12-16 06:19:25.528
383,2023-12-02 04:00:00+00:00,1004,0.19728474,0.36743835,925,2023-12-16 06:19:25.528
384,2023-12-02 05:00:00+00:00,1004,0.6885152,0.52206206,310,2023-12-16 06:19:25.528
385,2023-12-02 06:00:00+00:00,1004,0.019971112,0.9088412,291,2023-12-16 06:19:25.528
386,2023-12-02 07:00:00+00:00,1004,0.40086302,0.49581942,26,2023-12-16 06:19:25.528
387,2023-12-02 08:00:00+00:00,1004,0.2978083,0.952986,942,2023-12-16 06:19:25.528
388,2023-12-02 09:00:00+00:00,1004,0.24226385,0.60914063,528,2023-12-16 06:19:25.528
389,2023-12-02 10:00:00+00:00,1004,0.745494,0.7341812,209,2023-12-16 06:19:25.528
390,2023-12-02 11:00:00+00:00,1004,0.6909994,0.43503973,200,2023-12-16 06:19:25.528
391,2023-12-02 12:00:00+00:00,1004,0.48731485,0.5689978,580,2023-12-16 06:19:25.528
392,2023-12-02 13:00:00+00:00,1004,0.808285,0.4531103,687,2023-12-16 06:19:25.528
393,2023-12-02 14:00:00+00:00,1004,0.5815321,0.92323685,700,2023-12-16 06:19:25.528
394,2023-12-02 15:00:00+00:00,1004,0.27741542,0.12594941,337,2023-12-16 06:19:25.528
395,2023-12-02 16:00:00+00:00,1004,0.59150636,0.64065003,513,2023-12-16 06:19:25.528
396,2023-12-02 17:00:00+00:00,1004,0.6746902,0.6208275,262,2023-12-16 06:19:25.528
397,2023-12-02 18:00:00+00:00,1004,0.6420549,0.67296076,344,2023-12-16 06:19:25.528
398,2023-12-02 19:00:00+00:00,1004,0.005050738,0.4214133,741,2023-12-16 06:19:25.528
399,2023-12-02 20:00:00+00:00,1004,0.5271119,0.8597691,138,2023-12-16 06:19:25.528
400,2023-12-02 21:00:00+00:00,1004,0.17551613,0.30817676,429,2023-12-16 06:19:25.528
401,2023-12-02 22:00:00+00:00,1004,0.21573293,0.75500995,792,2023-12-16 06:19:25.528
402,2023-12-02 23:00:00+00:00,1004,0.73215514,0.17031364,873,2023-12-16 06:19:25.528
403,2023-12-03 00:00:00+00:00,1004,0.23399486,0.837997,95,2023-12-16 06:19:25.528
404,2023-12-03 01:00:00+00:00,1004,0.5604254,0.69078237,672,2023-12-16 06:19:25.528
405,2023-12-03 02:00:00+00:00,1004,0.093667105,0.24009338,890,2023-12-16 06:19:25.528
406,2023-12-03 03:00:00+00:00,1004,0.39248174,0.37288532,790,2023-12-16 06:19:25.528
407,2023-12-03 04:00:00+00:00,1004,0.28077656,0.15932745,616,2023-12-16 06:19:25.528
408,2023-12-03 05:00:00+00:00,1004,0.5367879,0.6272829,243,2023-12-16 06:19:25.528
409,2023-12-03 06:00:00+00:00,1004,0.038229648,0.8893203,296,2023-12-16 06:19:25.528
410,2023-12-03 07:00:00+00:00,1004,0.012041715,0.7908883,67,2023-12-16 06:19:25.528
411,2023-12-03 08:00:00+00:00,1004,0.08930849,0.16941391,211,2023-12-16 06:19:25.528
412,2023-12-03 09:00:00+00:00,1004,0.63433814,0.40028405,769,2023-12-16 06:19:25.528
413,2023-12-03 10:00:00+00:00,1004,0.54166543,0.9480651,978,2023-12-16 06:19:25.528
414,2023-12-03 11:00:00+00:00,1004,0.9281484,0.85443676,990,2023-12-16 06:19:25.528
415,2023-12-03 12:00:00+00:00,1004,0.5669158,0.9170071,498,2023-12-16 06:19:25.528
416,2023-12-03 13:00:00+00:00,1004,0.5054651,0.6974498,845,2023-12-16 06:19:25.528
417,2023-12-03 14:00:00+00:00,1004,0.35585573,0.48415262,748,2023-12-16 06:19:25.528
418,2023-12-03 15:00:00+00:00,1004,0.3762161,0.95509434,626,2023-12-16 06:19:25.528
419,2023-12-03 16:00:00+00:00,1004,0.9322327,0.80184734,278,2023-12-16 06:19:25.528
420,2023-12-03 17:00:00+00:00,1004,0.12934738,0.73234487,463,2023-12-16 06:19:25.528
421,2023-12-03 18:00:00+00:00,1004,0.98649216,0.21808702,102,2023-12-16 06:19:25.528
422,2023-12-03 19:00:00+00:00,1004,0.77412844,0.66578734,886,2023-12-16 06:19:25.528
423,2023-12-03 20:00:00+00:00,1004,0.4779081,0.67069554,67,2023-12-16 06:19:25.528
424,2023-12-03 21:00:00+00:00,1004,0.6060723,0.13718821,784,2023-12-16 06:19:25.528
425,2023-12-03 22:00:00+00:00,1004,0.46258718,0.45586014,46,2023-12-16 06:19:25.528
426,2023-12-03 23:00:00+00:00,1004,0.99548674,0.1438203,987,2023-12-16 06:19:25.528
427,2023-12-04 00:00:00+00:00,1004,0.9794939,0.12732154,346,2023-12-16 06:19:25.528
428,2023-12-04 01:00:00+00:00,1004,0.69887406,0.54230934,572,2023-12-16 06:19:25.528
429,2023-12-04 02:00:00+00:00,1004,0.0993841,0.33811817,270,2023-12-16 06:19:25.528
430,2023-12-04 03:00:00+00:00,1004,0.70278955,0.696147,330,2023-12-16 06:19:25.528
431,2023-12-04 04:00:00+00:00,1004,0.6815856,0.8349492,603,2023-12-16 06:19:25.528
432,2023-12-04 05:00:00+00:00,1004,0.43513587,0.4253855,434,2023-12-16 06:19:25.528
433,2023-12-04 06:00:00+00:00,1004,0.98601025,0.95876414,940,2023-12-16 06:19:25.528
434,2023-12-04 07:00:00+00:00,1004,0.48561954,0.05637215,157,2023-12-16 06:19:25.528
435,2023-12-04 08:00:00+00:00,1004,0.9844376,0.99704015,5,2023-12-16 06:19:25.528
436,2023-12-04 09:00:00+00:00,1004,0.8140215,0.9009835,408,2023-12-16 06:19:25.528
437,2023-12-04 10:00:00+00:00,1004,0.19431148,0.647656,707,2023-12-16 06:19:25.528
438,2023-12-04 11:00:00+00:00,1004,0.33345887,0.31662533,839,2023-12-16 06:19:25.528
439,2023-12-04 12:00:00+00:00,1004,0.5075485,0.8403314,240,2023-12-16 06:19:25.528
440,2023-12-04 13:00:00+00:00,1004,0.6947767,0.025499133,291,2023-12-16 06:19:25.528
441,2023-12-04 14:00:00+00:00,1004,0.5532446,0.14335075,812,2023-12-16 06:19:25.528
442,2023-12-04 15:00:00+00:00,1004,0.97441304,0.2261216,115,2023-12-16 06:19:25.528
443,2023-12-04 16:00:00+00:00,1004,0.47518656,0.6450619,545,2023-12-16 06:19:25.528
444,2023-12-04 17:00:00+00:00,1004,0.22496295,0.5959769,928,2023-12-16 06:19:25.528
445,2023-12-04 18:00:00+00:00,1004,0.6687216,0.7990021,60,2023-12-16 06:19:25.528
446,2023-12-04 19:00:00+00:00,1004,0.28756556,0.22989516,264,2023-12-16 06:19:25.528
447,2023-12-04 20:00:00+00:00,1004,0.82800287,0.3091086,522,2023-12-16 06:19:25.528
448,2023-12-04 21:00:00+00:00,1004,0.6303408,0.34531307,609,2023-12-16 06:19:25.528
449,2023-12-04 22:00:00+00:00,1004,0.9468393,0.17088284,620,2023-12-16 06:19:25.528
450,2023-12-04 23:00:00+00:00,1004,0.6024659,0.021490715,145,2023-12-16 06:19:25.528
451,2023-12-05 00:00:00+00:00,1004,0.02374668,0.5845487,169,2023-12-16 06:19:25.528
452,2023-12-05 01:00:00+00:00,1004,0.94838065,0.18519978,148,2023-12-16 06:19:25.528
453,2023-12-05 02:00:00+00:00,1004,0.46888804,0.69473857,216,2023-12-16 06:19:25.528
454,2023-12-05 03:00:00+00:00,1004,0.79349774,0.9012179,139,2023-12-16 06:19:25.528
455,2023-12-05 04:00:00+00:00,1004,0.69209063,0.27295864,424,2023-12-16 06:19:25.528
456,2023-12-05 05:00:00+00:00,1004,0.8176465,0.27527007,177,2023-12-16 06:19:25.528
457,2023-12-05 06:00:00+00:00,1004,0.0656821,0.35503626,296,2023-12-16 06:19:25.528
458,2023-12-05 07:00:00+00:00,1004,0.015159491,0.037215874,275,2023-12-16 06:19:25.528
459,2023-12-05 08:00:00+00:00,1004,0.7583973,0.12913963,823,2023-12-16 06:19:25.528
460,2023-12-05 09:00:00+00:00,1004,0.3956951,0.61560833,27,2023-12-16 06:19:25.528
461,2023-12-05 10:00:00+00:00,1004,0.45283777,0.26473308,139,2023-12-16 06:19:25.528
462,2023-12-05 11:00:00+00:00,1004,0.08334043,0.26745585,793,2023-12-16 06:19:25.528
463,2023-12-05 12:00:00+00:00,1004,0.076564245,0.64060307,94,2023-12-16 06:19:25.528
464,2023-12-05 13:00:00+00:00,1004,0.462751,0.64539057,950,2023-12-16 06:19:25.528
465,2023-12-05 14:00:00+00:00,1004,0.6307921,0.34141985,544,2023-12-16 06:19:25.528
466,2023-12-05 15:00:00+00:00,1004,0.7283348,0.20211641,111,2023-12-16 06:19:25.528
467,2023-12-05 16:00:00+00:00,1004,0.19992535,0.6339089,26,2023-12-16 06:19:25.528
468,2023-12-05 17:00:00+00:00,1004,0.047106907,0.5657912,935,2023-12-16 06:19:25.528
469,2023-12-05 18:00:00+00:00,1004,0.8972898,0.6713864,561,2023-12-16 06:19:25.528
470,2023-12-05 19:00:00+00:00,1004,0.32953626,0.47631332,977,2023-12-16 06:19:25.528
471,2023-12-05 20:00:00+00:00,1004,0.9783158,0.21805255,239,2023-12-16 06:19:25.528
472,2023-12-05 21:00:00+00:00,1004,0.82620245,0.44048268,169,2023-12-16 06:19:25.528
473,2023-12-05 22:00:00+00:00,1004,0.9881836,0.33019084,705,2023-12-16 06:19:25.528
474,2023-12-05 23:00:00+00:00,1004,0.44678932,0.14123313,204,2023-12-16 06:19:25.528
475,2023-12-06 00:00:00+00:00,1004,0.8104154,0.84429455,653,2023-12-16 06:19:25.528
476,2023-12-06 01:00:00+00:00,1004,0.16014095,0.25048018,208,2023-12-16 06:19:25.528
477,2023-12-06 02:00:00+00:00,1004,0.6176083,0.63498026,91,2023-12-16 06:19:25.528
478,2023-12-06 03:00:00+00:00,1004,0.20857678,0.8027689,138,2023-12-16 06:19:25.528
479,2023-12-06 04:00:00+00:00,1004,0.6721048,0.3521845,119,2023-12-16 06:19:25.528
480,2023-12-06 05:00:00+00:00,1004,0.7913511,0.43572104,734,2023-12-16 06:19:25.528
481,2023-12-06 06:00:00+00:00,1004,0.52687854,0.2540644,816,2023-12-16 06:19:25.528
482,2023-12-06 07:00:00+00:00,1004,0.5461247,0.76471317,656,2023-12-16 06:19:25.528
483,2023-12-06 08:00:00+00:00,1004,0.5998307,0.522319,109,2023-12-16 06:19:25.528
484,2023-12-06 09:00:00+00:00,1004,0.08590164,0.25324878,940,2023-12-16 06:19:25.528
485,2023-12-06 10:00:00+00:00,1004,0.85286,0.43440568,311,2023-12-16 06:19:25.528
486,2023-12-06 11:00:00+00:00,1004,0.47545302,0.22237185,213,2023-12-16 06:19:25.528
487,2023-12-06 12:00:00+00:00,1004,0.9949176,0.680405,672,2023-12-16 06:19:25.528
488,2023-12-06 13:00:00+00:00,1004,0.105366,0.4907255,666,2023-12-16 06:19:25.528
489,2023-12-06 14:00:00+00:00,1004,0.31970182,0.83883727,799,2023-12-16 06:19:25.528
490,2023-12-06 15:00:00+00:00,1004,0.7666398,0.119364455,746,2023-12-16 06:19:25.528
491,2023-12-06 16:00:00+00:00,1004,0.31195837,0.8264639,140,2023-12-16 06:19:25.528
492,2023-12-06 17:00:00+00:00,1004,0.40280017,0.6394862,936,2023-12-16 06:19:25.528
493,2023-12-06 18:00:00+00:00,1004,0.7113877,0.041166283,843,2023-12-16 06:19:25.528
494,2023-12-06 19:00:00+00:00,1004,0.70335543,0.104061686,462,2023-12-16 06:19:25.528
495,2023-12-06 20:00:00+00:00,1004,0.9809674,0.5413094,608,2023-12-16 06:19:25.528
496,2023-12-06 21:00:00+00:00,1004,0.44736284,0.17036691,0,2023-12-16 06:19:25.528
497,2023-12-06 22:00:00+00:00,1004,0.65063965,0.3057656,810,2023-12-16 06:19:25.528
498,2023-12-06 23:00:00+00:00,1004,0.13788891,0.31638965,578,2023-12-16 06:19:25.528
499,2023-12-07 00:00:00+00:00,1004,0.747269,0.4447708,348,2023-12-16 06:19:25.528
500,2023-12-07 01:00:00+00:00,1004,0.9122849,0.03401916,514,2023-12-16 06:19:25.528
501,2023-12-07 02:00:00+00:00,1004,0.56995547,0.04756331,977,2023-12-16 06:19:25.528
502,2023-12-07 03:00:00+00:00,1004,0.9067345,0.500909,973,2023-12-16 06:19:25.528
503,2023-12-07 04:00:00+00:00,1004,0.44494596,0.072865635,352,2023-12-16 06:19:25.528
504,2023-12-07 05:00:00+00:00,1004,0.6108472,0.5074771,29,2023-12-16 06:19:25.528
505,2023-12-07 06:00:00+00:00,1004,0.0453242,0.10324175,202,2023-12-16 06:19:25.528
506,2023-12-07 07:00:00+00:00,1004,0.10658059,0.550476,101,2023-12-16 06:19:25.528
507,2023-12-07 08:00:00+00:00,1004,0.4756999,0.60551137,450,2023-12-16 06:19:25.528
508,2023-12-07 09:00:00+00:00,1004,0.5437013,0.5190398,201,2023-12-16 06:19:25.528
509,2023-12-07 10:00:00+00:00,1004,0.8674385,0.67740464,173,2023-12-16 06:19:25.528
510,2023-12-07 11:00:00+00:00,1004,0.8979974,0.9023283,543,2023-12-16 06:19:25.528
511,2023-12-07 12:00:00+00:00,1004,0.6155415,0.9348397,561,2023-12-16 06:19:25.528
512,2023-12-07 13:00:00+00:00,1004,0.41805786,0.81626004,538,2023-12-16 06:19:25.528
513,2023-12-07 14:00:00+00:00,1004,0.40437934,0.7417215,542,2023-12-16 06:19:25.528
514,2023-12-07 15:00:00+00:00,1004,0.7301076,0.83007747,802,2023-12-16 06:19:25.528
515,2023-12-07 16:00:00+00:00,1004,0.57616687,0.413478,479,2023-12-16 06:19:25.528
516,2023-12-07 17:00:00+00:00,1004,0.96333027,0.94271886,879,2023-12-16 06:19:25.528
517,2023-12-07 18:00:00+00:00,1004,0.43219623,0.3419009,948,2023-12-16 06:19:25.528
518,2023-12-07 19:00:00+00:00,1004,0.85664064,0.57419366,851,2023-12-16 06:19:25.528
519,2023-12-07 20:00:00+00:00,1004,0.3578224,0.9265994,43,2023-12-16 06:19:25.528
520,2023-12-07 21:00:00+00:00,1004,0.83652526,0.7047387,834,2023-12-16 06:19:25.528
521,2023-12-07 22:00:00+00:00,1004,0.35117278,0.31742442,359,2023-12-16 06:19:25.528
522,2023-12-07 23:00:00+00:00,1004,0.9026615,0.5168605,565,2023-12-16 06:19:25.528
523,2023-12-08 00:00:00+00:00,1004,0.8271142,0.08071914,699,2023-12-16 06:19:25.528
524,2023-12-08 01:00:00+00:00,1004,0.8346907,0.3834902,518,2023-12-16 06:19:25.528
525,2023-12-08 02:00:00+00:00,1004,0.74459296,0.08717217,601,2023-12-16 06:19:25.528
526,2023-12-08 03:00:00+00:00,1004,0.09677374,0.16839336,401,2023-12-16 06:19:25.528
527,2023-12-08 04:00:00+00:00,1004,0.3276587,0.5231243,472,2023-12-16 06:19:25.528
528,2023-12-08 05:00:00+00:00,1004,0.61647886,0.22880673,826,2023-12-16 06:19:25.528
529,2023-12-08 06:00:00+00:00,1004,0.08162415,0.68789214,479,2023-12-16 06:19:25.528
530,2023-12-08 07:00:00+00:00,1004,0.5378943,0.22351174,123,2023-12-16 06:19:25.528
531,2023-12-08 08:00:00+00:00,1004,0.39228106,0.8076779,858,2023-12-16 06:19:25.528
532,2023-12-08 09:00:00+00:00,1004,0.549592,0.2859177,142,2023-12-16 06:19:25.528
533,2023-12-08 10:00:00+00:00,1004,0.29390854,0.16698694,59,2023-12-16 06:19:25.528
534,2023-12-08 11:00:00+00:00,1004,0.41628832,0.9392222,67,2023-12-16 06:19:25.528
535,2023-12-08 12:00:00+00:00,1004,0.0078566205,0.39472607,442,2023-12-16 06:19:25.528
536,2023-12-08 13:00:00+00:00,1004,0.03345636,0.13399355,524,2023-12-16 06:19:25.528
537,2023-12-08 14:00:00+00:00,1004,0.67424047,0.99515283,406,2023-12-16 06:19:25.528
538,2023-12-08 15:00:00+00:00,1004,0.03369918,0.007979322,214,2023-12-16 06:19:25.528
539,2023-12-08 16:00:00+00:00,1004,0.51013565,0.31386894,520,2023-12-16 06:19:25.528
540,2023-12-08 17:00:00+00:00,1004,0.23688176,0.42118305,554,2023-12-16 06:19:25.528
541,2023-12-08 18:00:00+00:00,1004,0.23898062,0.42512703,485,2023-12-16 06:19:25.528
542,2023-12-08 19:00:00+00:00,1004,0.3005507,0.068841584,17,2023-12-16 06:19:25.528
543,2023-12-08 20:00:00+00:00,1004,0.09329147,0.32702595,181,2023-12-16 06:19:25.528
544,2023-12-08 21:00:00+00:00,1004,0.687029,0.7426921,601,2023-12-16 06:19:25.528
545,2023-12-08 22:00:00+00:00,1004,0.97778046,0.65297484,336,2023-12-16 06:19:25.528
546,2023-12-08 23:00:00+00:00,1004,0.5369164,0.42094377,628,2023-12-16 06:19:25.528
